court,casenum,file_date,top_ct_desc,top_ct_statute
COTTON,CF-2019-00016,2019-05-09,CF DISTRIBUTE CDS W/IN 2000 PARK/SCHOOL IN THE PRE,NA
COTTON,CF-2019-00019,2019-05-13,CF DISTRIBUTION OF CDS (METH) INCLUDING POSS W/INT,NA
COTTON,CF-2019-00020,2019-05-16,CF UNLAWFUL POSSESSION OF CDS W/ INTENT TO DISTRIB,NA
COTTON,CF-2019-00021,2019-05-16,CF UNLAWFUL POSSESSION OF CDS W/ INTENT TO DISTRIB,NA
COTTON,CF-2019-00024,2019-06-21,CF POSSESS CDS: METHAMPHETAMINE W/INTENT TO DISTRI,NA
COTTON,CF-2019-00027,2019-07-02,CF TRANSPORTING/POSSESS W/INTENT TO DISTRIBUTE (ME,NA
COTTON,CF-2019-00027,2019-07-02,CF TRANSPORTING/POSSESS W/INTENT TO DISTRIBUTE (ME,NA
COTTON,CF-2019-00027,2019-07-02,CF TRANSPORTING/POSSESS W/INTENT TO DISTRIBUTE (ME,NA
COTTON,CF-2019-00028,2019-07-02,CF TRANSPORTING/POSSESS W/INTENT TO DISTRIBUTE (ME,NA
COTTON,CF-2019-00031,2019-07-05,CF DISTRIBUTE CDS WITHIN 2000FT SCHOOL,NA
COTTON,CF-2019-00041,2019-12-11,CF POSSESS CDS: METHAMPHETAMINE W/INTENT TO DISTRIBUTE,NA
CRAIG,CF-2017-00013,2017-01-17,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00025,2017-01-31,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00027,2017-01-31,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00028,2017-02-01,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00045,2017-02-28,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00080,2017-04-24,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00081,2017-04-24,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00087,2017-04-25,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00088,2017-04-25,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00089,2017-04-25,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00090,2017-04-25,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00121,2017-06-07,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00122,2017-06-07,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00145,2017-07-05,POSSESSION OF CDS METHAMPHETAMINE WITH INTENT TO D,NA
CRAIG,CF-2017-00149,2017-07-12,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00176,2017-08-29,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00179,2017-09-05,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00195,2017-10-03,POSSESSION OF CDS (HYDROCODONE) WITH INTENT TO DIS,NA
CRAIG,CF-2017-00224,2017-11-06,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00227,2017-11-07,ENDEAVORING TO DISTRIBUTE CONTROLLED DANGEROUS SUB,NA
CRAIG,CF-2017-00252,2017-12-06,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
CRAIG,CF-2017-00266,2017-12-20,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2017-00267,2017-12-20,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00003,2018-01-04,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
CRAIG,CF-2018-00004,2018-01-04,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
CRAIG,CF-2018-00015,2018-01-29,POSSESSION OF CDS MARIJUANA WITH INTENT TO DISTRIB,NA
CRAIG,CF-2018-00024,2018-02-06,POSSESSION OF CDS MARIJUANA WITH INTENT TO DISTRIB,NA
CRAIG,CF-2018-00044,2018-03-19,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00055,2018-04-20,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
CRAIG,CF-2018-00082,2018-06-07,POSSESSION OF CDS MARIJUANA WITH INTENT TO DISTRIB,NA
CRAIG,CF-2018-00088,2018-06-19,POSSESSION OF CDS MARIJUANA WITH INTENT TO DISTRIB,NA
CRAIG,CF-2018-00099,2018-07-09,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00103,2018-07-17,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00104,2018-07-23,POSSESSION OF CDS METHAMPHETAMINE WITH INTENT TO D,NA
CRAIG,CF-2018-00144,2018-09-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00145,2018-09-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00146,2018-09-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00157,2018-10-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00158,2018-10-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00159,2018-10-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00160,2018-10-10,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00177,2018-10-22,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00178,2018-10-22,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00195,2018-11-16,POSSESSION WITH INTENT TO DISTRIBUTE MARIJUANA,NA
CRAIG,CF-2018-00196,2018-11-16,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2018-00209,2018-12-21,POSSESSION WITH INTENT TO DISTRIBUTE MARIJUANA,NA
CRAIG,CF-2019-00008,2019-01-23,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2019-00019,2019-02-13,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2019-00021,2019-02-19,POSSESSION OF CDS MARIJUANA WITH INTENT TO DISTRIB,NA
CRAIG,CF-2019-00051,2019-03-25,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELON,NA
CRAIG,CF-2019-00105,2019-07-09,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
CRAIG,CF-2019-00122,2019-08-09,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00140,2019-09-24,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00153,2019-10-29,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00157,2019-11-12,POSSESSION OF CDS MARIJUANA WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00167,2019-12-18,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00168,2019-12-18,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00169,2019-12-23,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE (FELONY),NA
CRAIG,CF-2019-00170,2019-12-23,DISTRIBUTION OF CDS / POSSESSION W/INTENT TO DISTRIBUTE CDS (FELONY,NA
CRAIG,CF-2019-00171,2019-12-23,DISTRIBUTION OF CDS / POSSESSION W/INTENT TO DISTRIBUTE CDS (FELONY,NA
CREEK,CF-2017-00049,2017-01-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00050,2017-01-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00069,2017-02-02,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00072,2017-02-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00073,2017-02-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00103,2017-02-22,DISTRIBUTION OF CDS - INCLUDING POSS. W/ INTENT TO,NA
CREEK,CF-2017-00106,2017-02-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00218,2017-04-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00248,2017-05-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00249,2017-05-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00276,2017-06-07,DISTRIBUTION OF CDS-INCLUDING POSS W/ INTENT TO DI,NA
CREEK,CF-2017-00277,2017-06-07,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00333,2017-07-11,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00334,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00335,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00336,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00337,2017-07-12,ENDEVORING TO DISTRIBUTE CDS,NA
CREEK,CF-2017-00338,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00339,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00342,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00345,2017-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00351,2017-07-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00359,2017-07-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00369,2017-08-08,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00387,2017-08-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00438,2017-10-05,CONSPIRACY TO DISTRIBUTE METHAMPHETAMINE,NA
CREEK,CF-2017-00439,2017-10-05,CONSPIRACY TO DISTRIBUTE METHAMPHETAMINE,NA
CREEK,CF-2017-00479,2017-11-21,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2017-00488,2017-12-05,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00008,2018-01-10,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00012,2018-01-16,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
CREEK,CF-2018-00028,2018-01-31,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00031,2018-02-02,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00064,2018-03-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00082,2018-03-22,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
CREEK,CF-2018-00103,2018-04-11,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00112,2018-04-18,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00207,2018-07-30,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00208,2018-07-30,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00245,2018-09-06,UNLAWFUL POSS. OF CONTROLLED DRUG W/ INTENT TO DIS,NA
CREEK,CF-2018-00252,2018-09-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00258,2018-09-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00278,2018-10-02,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00294,2018-10-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00295,2018-10-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2018-00326,2018-12-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2019-00077,2019-03-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2019-00079,2019-03-14,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
CREEK,CF-2019-00102,2019-04-02,DISTRIBUTION OF CDS - INCLUDING POSS. W/ INTENT TO,NA
CREEK,CF-2019-00122,2019-04-29,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2019-00123,2019-04-29,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CREEK,CF-2019-00361,2019-12-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK,CF-2020-00040,2020-02-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00066,2017-02-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00125,2017-03-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00158,2017-04-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00160,2017-04-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00195,2017-05-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00196,2017-05-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00206,2017-05-10,INTENTIONALLY MOVING INTO A RESIDENCE WITH A MINOR CHILD OR ESTABLISHING,NA
CREEK BRISTOW,CF-2017-00209,2017-05-12,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00229,2017-06-02,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00242,2017-06-07,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00248,2017-06-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00288,2017-07-07,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE-AFCF,NA
CREEK BRISTOW,CF-2017-00289,2017-07-07,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE-AFCF,NA
CREEK BRISTOW,CF-2017-00303,2017-07-20,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00307,2017-07-25,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00320,2017-08-02,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00322,2017-08-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00327,2017-08-08,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00365,2017-09-06,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00413,2017-10-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00445,2017-11-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00446,2017-11-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00468,2017-12-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00469,2017-12-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2017-00475,2017-12-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00002,2018-01-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00015,2018-01-31,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00055,2018-03-12,UNLAWFUL POSSESSION OF CONTROLLED DANGEROUS SUBSTANCE WITH INTENT TO DISTRIBUTE WITHEIN 1000 FEET OF,NA
CREEK BRISTOW,CF-2018-00057,2018-03-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00085,2018-04-26,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00086,2018-04-26,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE-AFCF,NA
CREEK BRISTOW,CF-2018-00110,2018-06-01,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00121,2018-06-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00123,2018-06-14,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00127,2018-06-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00139,2018-06-28,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00141,2018-06-29,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00148,2018-07-05,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00150,2018-07-11,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00151,2018-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00193,2018-08-21,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE-AFCF,NA
CREEK BRISTOW,CF-2018-00223,2018-09-21,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00227,2018-09-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00270,2018-11-08,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00286,2018-11-29,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00299,2018-12-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00300,2018-12-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2018-00307,2018-12-27,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
CREEK BRISTOW,CF-2019-00033,2019-02-07,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00041,2019-02-11,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00043,2019-02-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00044,2019-02-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00050,2019-02-21,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00064,2019-03-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00065,2019-03-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00104,2019-04-12,ENDEAVOR TO MFG CDS/POSS MATERIAL W/INTENT TO MFG,NA
CREEK BRISTOW,CF-2019-00105,2019-04-12,ENDEAVOR TO MFG CDS/POSS MATERIAL W/INTENT TO MFG,NA
CREEK BRISTOW,CF-2019-00106,2019-04-12,ENDEAVOR TO MFG CDS/POSS MATERIAL W/INTENT TO MFG,NA
CREEK BRISTOW,CF-2019-00109,2019-04-18,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00116,2019-04-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00117,2019-04-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00122,2019-05-01,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00131,2019-05-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00152,2019-05-30,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00159,2019-06-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00175,2019-06-20,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00199,2019-07-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00216,2019-07-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00217,2019-07-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00219,2019-07-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00229,2019-08-01,DISTRIBUTION OF CDS-INCLUDING POSSESS W/INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00253,2019-08-30,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK BRISTOW,CF-2019-00271,2019-09-23,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK SAPULPA,CF-2019-00214,2019-08-07,UNLAW POSS OF CONTROLLED DRUG W/INTENT TO DIST,NA
CREEK SAPULPA,CF-2019-00251,2019-09-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK SAPULPA,CF-2019-00272,2019-09-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK SAPULPA,CF-2019-00286,2019-10-10,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CREEK SAPULPA,CF-2019-00287,2019-10-10,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE WITHIN 2000 FEET OF A PARK,NA
CREEK SAPULPA,CF-2019-00288,2019-10-10,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
CUSTER,CF-2017-00027,2017-01-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CUSTER,CF-2017-00028,2017-01-23,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CUSTER,CF-2017-00055,2017-02-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
CUSTER,CF-2017-00056,2017-02-06,UNLAWFUL POSSESSION OF CONT. DRUG W/INTENT TO DIST,NA
CUSTER,CF-2017-00062,2017-02-07,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE,NA
CUSTER,CF-2017-00063,2017-02-07,POSSESSION OF CDS WITH INTENT TO DISTRIBUTE,NA
CUSTER,CF-2017-00079,2017-02-22,DISTRIBUTE CDS W/I 2000 FT PARK/SCHOOL/IN PRESENCE,NA
CUSTER,CF-2017-00082,2017-02-23,DISTRIBUTE CDS W/I 2000 FT PARK/SCHOOL/IN PRESENCE,NA
CUSTER,CF-2017-00083,2017-02-23,DISTRIBUTE CDS W/I 2000 FT PARK/SCHOOL/IN PRESENCE,NA
CUSTER,CF-2017-00084,2017-02-23,DISTRIBUTE CDS W/I 2000 FT PARK/SCHOOL/IN PRES. OF,NA
