court,casenum,file_date,top_ct_desc,top_ct_statute
GARFIELD,CF-2018-00130,2018-03-08,DRUG TRAFFICKING AMPHETAMINE OR METHAMPHETAMINE 20 GRAMS OR MORE (USING MV),"63.2.415.C.4.a.,2.416"
GARFIELD,CF-2018-00240,2018-05-22,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00259,2018-06-06,TRAFFICKING IN ILLEGAL DRUGS,63.2.415.C.4
GARFIELD,CF-2018-00261,2018-06-12,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00262,2018-06-12,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00265,2018-06-12,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00311,2018-07-17,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00315,2018-07-19,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00326,2018-07-24,DRUG TRAFFICKING COCAINE BASE (CRACK/ROCK) 5 GRAMS OR MORE (USING MV),"63.2.415.C.7.a.,2.416"
GARFIELD,CF-2018-00363,2018-08-15,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00364,2018-08-15,TRAFFICKING IN ELLEGAL DRUGS,63.2.425
GARFIELD,CF-2018-00365,2018-08-15,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00456,2018-10-03,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00483,2018-10-17,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2018-00599,2018-12-27,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00023,2019-01-15,DRUG TRAFFICKING AMPHETAMINE OR METHAMPHETAMINE 20 GRAMS OR MORE (USING MV),"63.2.415.C.4.a.,2.416"
GARFIELD,CF-2019-00028,2019-01-16,DRUG TRAFFICKING AMPHETAMINE OR METHAMPHETAMINE 20 GRAMS OR MORE (USING MV),"63.2.415.C.4.a.,2.416"
GARFIELD,CF-2019-00043,2019-01-24,TRAFFICKING IN ILLEGAL DRUGS,"63.2.415.C.4.a.,2.416"
GARFIELD,CF-2019-00051,2019-02-05,DRUG TRAFFICKING AMPHETAMINE OR METHAMPHETAMINE 20 GRAMS OR MORE (NOT USING MV),"63.2.415.C.4.a.,2.416"
GARFIELD,CF-2019-00084,2019-03-05,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00085,2019-03-05,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00090,2019-03-12,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00094,2019-03-13,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00120,2019-03-27,TRAFFICKING IN ILLEGAL DRUGS-SECOND OR SUBSEQUENT OFFENSE,63.2.415
GARFIELD,CF-2019-00163,2019-04-23,DRUG TRAFFICKING AMPHETAMINE OR METHAMPHETAMINE 200 GRAMS OR MORE (NOT USING MV),"63.2.415.C.4.b.,2.416"
GARFIELD,CF-2019-00291,2019-07-02,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00292,2019-07-02,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00330,2019-07-23,TRAFFICKIING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00331,2019-07-23,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2019-00447,2019-10-09,DRUG TRAFFICKING AMPHETAMINE OR METHAMPHETAMINE 20 GRAMS OR MORE (NOT USING MV),"63.2.415.C.4.a.,2.416"
GARFIELD,CF-2019-00454,2019-10-15,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARFIELD,CF-2020-00067,2020-02-11,DRUG TRAFFICKING COCAINE 28 GRAMS OR MORE (NOT USING MV),63.2.415
GARFIELD,CF-2020-00088,2020-02-20,TRAFFICKING IN ILLEGAL DRUGS,63.2.415
GARVIN,CF-2017-00111,2017-03-20,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2017-00112,2017-03-20,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2017-00188,2017-05-19,TRAFFICKING IN ILLEGAL DRUGS AFC - FELONY,NA
GARVIN,CF-2017-00374,2017-10-12,"TRAFFICKING ECSTASY (3,4 METHYLENEDIOXY METHAMPHET",NA
GARVIN,CF-2017-00375,2017-10-12,"TRAFFICKING ECSTASY (3,4 METHYLENEDIOXY METHAMPHET",NA
GARVIN,CF-2017-00439,2017-12-12,TRAFFICKING IN ILLEGAL DRUGS AFC - FELONY,NA
GARVIN,CF-2018-00055,2018-02-20,TRAFFICKING METHAMPHETAMINE(A FELONY),NA
GARVIN,CF-2019-00052,2019-03-08,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS - FELONY,NA
GARVIN,CF-2019-00063,2019-03-21,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2019-00065,2019-03-25,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2019-00102,2019-05-02,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2019-00103,2019-05-02,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2019-00117,2019-05-22,TRAFFICKING METHAMPHETAMINE(A FELONY),NA
GARVIN,CF-2019-00148,2019-06-26,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2019-00161,2019-07-08,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
GARVIN,CF-2019-00215,2019-08-23,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
GARVIN,CF-2019-00244,2019-09-25,TRAFFICKING HEROIN (FELONY),NA
GARVIN,CF-2019-00252,2019-10-04,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GARVIN,CF-2019-00253,2019-10-04,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
GARVIN,CF-2020-00007,2020-01-14,TRAFFICKING IN CONTROLLED DANGEROUS SUBSTANCE-MARIJUANA (FELONY),NA
GARVIN,CF-2020-00008,2020-01-14,TRAFFICKING IN CONTROLLED DANGEROUS SUBSTANCE-MARIJUANA (FELONY),NA
GARVIN,CF-2020-00009,2020-01-14,TRAFFICKING IN CONTROLLED DANGEROUS SUBSTANCE-MARIJUANA (FELONY),NA
GARVIN,CF-2020-00030,2020-02-06,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
GRADY,CF-2017-00132,2017-05-01,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2017-00308,2017-10-27,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2017-00338,2017-12-08,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2017-00339,2017-12-08,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2017-00346,2017-12-12,TRAFFICKING (FELONY),NA
GRADY,CF-2018-00047,2018-02-28,TRAFFICKING IN CDS (FELONY),NA
GRADY,CF-2018-00087,2018-04-04,TRAFFICKING IN ILLEGAL DRUGS (FELONY) - COUNT REDU,NA
GRADY,CF-2018-00119,2018-05-01,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2018-00163,2018-06-18,TRAFFICKING IN CDS (FELONY),NA
GRADY,CF-2018-00173,2018-07-02,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2018-00175,2018-07-02,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2018-00215,2018-08-06,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2019-00014,2019-01-22,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2019-00015,2019-01-22,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2019-00060,2019-03-04,TRAFFICKING IN CDS (FELONY),NA
GRADY,CF-2019-00096,2019-04-04,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2019-00097,2019-04-04,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2019-00144,2019-05-24,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2019-00319,2019-11-20,TRAFFICKING IN ILLEGAL DRUGS (METH) (FELONY),NA
GRADY,CF-2020-00001,2020-01-02,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2020-00002,2020-01-02,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GRADY,CF-2020-00056,2020-02-25,TRAFFICKING IN ILLEGAL DRUGS (METH) (FELONY),NA
GREER,CF-2018-00003,2018-01-25,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GREER,CF-2018-00037,2018-06-12,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GREER,CF-2018-00038,2018-06-12,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GREER,CF-2018-00056,2018-07-30,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GREER,CF-2018-00057,2018-07-30,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
GREER,CF-2019-00025,2019-05-14,TRAFFICKING IN ILLEGAL DRUGS (FELONY),NA
HASKELL,CF-2017-00005,2017-01-05,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2017-00197,2017-09-25,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2017-00198,2017-09-25,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2017-00244,2017-12-08,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2017-00245,2017-12-08,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2018-00074,2018-06-04,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2018-00081,2018-06-18,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2018-00098,2018-09-07,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2019-00036,2019-04-03,TRAFFICKING IN CONTROLLED DANGEROUS SUBSTANCES,NA
HASKELL,CF-2020-00013,2020-01-10,TRAFFICKING IN ILLEGAL DRUGS,NA
HASKELL,CF-2020-00015,2020-01-22,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2017-00030,2017-02-23,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2017-00032,2017-02-23,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2017-00159,2017-11-20,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2018-00008,2018-01-25,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS ~ A FELONY,NA
HUGHES,CF-2018-00026,2018-04-02,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2018-00074,2018-08-21,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2019-00078,2019-06-20,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2019-00123,2019-10-29,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS ~ A FELONY,NA
HUGHES,CF-2019-00124,2019-10-29,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2019-00133,2019-11-20,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2019-00136,2019-11-20,TRAFFICKING IN ILLEGAL DRUGS,NA
HUGHES,CF-2020-00004,2020-01-06,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2017-00048,2017-03-01,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2017-00200,2017-09-20,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2017-00239,2017-12-01,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2017-00241,2017-12-01,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2017-00242,2017-12-01,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2017-00243,2017-12-01,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2018-00081,2018-04-26,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2018-00087,2018-04-26,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2018-00091,2018-04-26,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2018-00107,2018-05-01,TRAFFICKING IN ILLEGAL DRUGS (METHAMPHETAMINE),NA
JACKSON,CF-2018-00108,2018-05-01,TRAFFICKING IN ILLEGAL DRUGS (METHAMPHETAMINE),NA
JACKSON,CF-2018-00130,2018-06-06,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2019-00024,2019-02-07,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2019-00025,2019-02-07,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2019-00215,2019-10-11,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A PARK,NA
JACKSON,CF-2019-00219,2019-10-11,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A PARK,NA
JACKSON,CF-2019-00224,2019-10-16,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2019-00227,2019-10-17,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2019-00228,2019-10-17,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A SCHOOL,NA
JACKSON,CF-2019-00247,2019-11-12,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2019-00253,2019-11-14,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A PARK,NA
JACKSON,CF-2019-00254,2019-11-14,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A PARK,NA
JACKSON,CF-2019-00258,2019-11-19,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A SCHOOL,NA
JACKSON,CF-2019-00276,2019-12-11,TRAFFICKING IN ILLEGAL DRUGS W/IN 2000 FT OF A PARK,NA
JACKSON,CF-2020-00007,2020-01-09,TRAFFICKING IN ILLEGAL DRUGS,NA
JACKSON,CF-2020-00008,2020-01-09,TRAFFICKING IN ILLEGAL DRUGS,NA
JEFFERSON,CF-2017-00024,2017-03-30,TRAFFICKING IN ILLEGAL DRUGS,NA
JEFFERSON,CF-2017-00025,2017-03-30,TRAFFICKING IN ILLEGAL DRUGS,NA
JEFFERSON,CF-2017-00026,2017-03-30,TRAFFICKING IN ILLEGAL DRUGS,NA
JEFFERSON,CF-2018-00019,2018-05-30,TRAFFICKING IN ILLEGAL DRUGS,NA
JEFFERSON,CF-2018-00021,2018-06-04,TRAFFICKING IN ILLEGAL DRUGS AFCF,NA
JEFFERSON,CF-2018-00055,2018-11-19,TRAFFICKING IN ILLEGAL DRUGS AFCF,NA
JEFFERSON,CF-2020-00006,2020-01-31,TRAFFICKING IN ILLEGAL DRUGS,NA
JEFFERSON,CF-2020-00007,2020-01-31,TRAFFICKING IN ILLEGAL DRUGS AFCF,NA
JOHNSTON,CF-2017-00007,2017-01-24,TRAFFICKING IN ILLEGAL DRUGS,NA
JOHNSTON,CF-2017-00008,2017-01-24,TRAFFICKING IN ILLEGAL DRUGS,NA
JOHNSTON,CF-2017-00057,2017-06-28,TRAFFICKING IN ILLEGAL DRUGS,NA
JOHNSTON,CF-2019-00012,2019-03-06,TRAFFICKING IN ILLEGAL DRUGS - METHAMPHETAMINE,NA
JOHNSTON,CF-2019-00013,2019-03-06,TRAFFICKING IN ILLEGAL DRUGS - METHAMPHETAMINE,NA
JOHNSTON,CF-2019-00021,2019-03-27,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
JOHNSTON,CF-2019-00022,2019-03-27,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
JOHNSTON,CF-2020-00004,2020-01-08,TRAFFICKING IN ILLEGAL DRUGS,NA
KAY,CF-2017-00129,2017-03-02,TRAFFICKING IN ILLEGAL DRUGS AFC TWO OR MORE (FEL),NA
KAY,CF-2017-00156,2017-03-23,TRAFFICKING IN CDS (METH) (FEL),NA
KAY,CF-2017-00157,2017-03-23,TRAFFICKING IN CDS (METH) (FEL),NA
KAY,CF-2017-00257,2017-05-18,TRAFFICKING IN ILLEGAL DRUGS (FEL),NA
KAY,CF-2017-00307,2017-06-12,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2017-00430,2017-08-24,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2017-00439,2017-09-07,TRAFFICKING IN ILLEGAL DRUGS AFC (FEL),NA
KAY,CF-2017-00508,2017-10-19,TRAFFICKING IN ILLEGAL DRUGS AFC (FEL),NA
KAY,CF-2017-00509,2017-10-19,TRAFFICKING IN ILLEGAL DRUGS AFC (FEL),NA
KAY,CF-2017-00522,2017-10-24,TRAFFICKING IN ILLEGAL DRUGS AFC (FEL),NA
KAY,CF-2017-00643,2017-12-29,TRAFFICKING IN ILLEGAL DRUGS (FEL),NA
KAY,CF-2018-00007,2018-01-04,TRAFFICKING IN ILLEGAL DRUGS AFC (FEL),NA
KAY,CF-2018-00008,2018-01-04,TRAFFICKING IN ILLEGAL DRUGS (FEL),NA
KAY,CF-2018-00009,2018-01-04,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2018-00428,2018-09-06,TRAFFICKING IN CDS (METH) (FEL),NA
KAY,CF-2018-00465,2018-09-21,TRAFFICKING IN ILLEGAL DRUGS SECOND AND SUB AFC 2+,NA
KAY,CF-2018-00504,2018-10-24,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2018-00574,2018-12-13,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2019-00059,2019-02-14,TRAFFICKING IN ILLEGAL DRUGS (COCAINE) AFC 2+ (FEL,NA
KAY,CF-2019-00104,2019-03-07,TRAFFICKING IN ILLEGAL DRUGS (FEL),NA
KAY,CF-2019-00125,2019-03-27,TRAFFICKING ILLEGAL DRUGS (METH)W/IN 2000 FT OF PA,NA
KAY,CF-2019-00168,2019-04-17,TRAFFICKING IN ILLEGAL DRUGS (FEL),NA
KAY,CF-2019-00205,2019-05-09,TRAFFICKING IN ILLEGAL DRUGS AFC (FEL),NA
KAY,CF-2019-00206,2019-05-09,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2019-00286,2019-06-26,TRAFFICKING IN ILLEGAL DRUGS AFC TWO OR MORE (FEL),NA
KAY,CF-2019-00586,2019-11-21,TRAFFICKING IN ILLEGAL DRUGS AFC TWO OR MORE (FEL),NA
KAY,CF-2019-00587,2019-11-21,TRAFFICKING IN ILLEGAL DRUGS (METH) AFC 2+ (FEL),NA
KAY,CF-2019-00604,2019-12-05,TRAFFICKING IN ILLEGAL DRUGS (FEL),NA
KINGFISHER,CF-2018-00073,2018-08-29,TRAFFICKING IN ILLEGAL DRUGS-METHAMPETAMINE-FELONY,NA
KINGFISHER,CF-2019-00010,2019-01-29,TRAFFICKING IN ILLEGAL DRUGS - FELONY,NA
KINGFISHER,CF-2019-00063,2019-07-17,TRAFFICKING IN ILLEGAL DRUGS-METHAMPETAMINE-FELONY,NA
KINGFISHER,CF-2019-00065,2019-07-17,TRAFFICKING IN ILLEGAL DRUGS-METHAMPETAMINE-FELONY,NA
KINGFISHER,CF-2019-00066,2019-07-17,TRAFFICKING IN ILLEGAL DRUGS-METHAMPETAMINE-FELONY,NA
KINGFISHER,CF-2019-00102,2019-10-30,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
KINGFISHER,CF-2019-00115,2019-12-04,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
KINGFISHER,CF-2019-00116,2019-12-04,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
KINGFISHER,CF-2019-00117,2019-12-04,TRAFFICKING IN ILLEGAL DRUGS - METH - FELONY,NA
KIOWA,CF-2017-00036,2017-05-15,TRAFFICKING IN ILLEGAL DRUGS,NA
KIOWA,CF-2019-00030,2019-04-25,TRAFFICKING IN ILLEGAL DRUGS,NA
LATIMER,CF-2017-00097,2017-05-08,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2017-00112,2017-06-07,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2017-00113,2017-06-07,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2017-00132,2017-08-04,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2017-00163,2017-11-16,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2017-00164,2017-11-16,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2018-00033,2018-04-17,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2018-00050,2018-05-23,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2018-00052,2018-05-23,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2019-00024,2019-04-16,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LATIMER,CF-2019-00045,2019-08-20,TRAFFICKING IN ILLEGAL DRUGS-A FELONY,NA
LEFLORE,CF-2017-00215,2017-04-21,TRAFFICKING IN ILLEGAL DRUGS-METHAMPHETAMINE,NA
LEFLORE,CF-2017-00267,2017-06-07,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2017-00369,2017-08-15,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS-FELONY,NA
LEFLORE,CF-2017-00380,2017-08-23,TRAFFICKING IN ILLEGAL DRUGS-METHAMPHETAMINE,NA
LEFLORE,CF-2017-00384,2017-08-23,TRAFFICKING IN ILLEGAL DRUGS-METHAMPHETAMINE,NA
LEFLORE,CF-2017-00492,2017-11-27,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2017-00492,2017-11-27,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00047,2018-01-29,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00047,2018-01-29,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00064,2018-02-08,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00226,2018-06-08,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS-FELONY,NA
LEFLORE,CF-2018-00226,2018-06-08,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS-FELONY,NA
LEFLORE,CF-2018-00238,2018-06-18,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00241,2018-06-20,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00242,2018-06-20,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00243,2018-06-20,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00244,2018-06-20,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00245,2018-06-20,TRAFFICKING IN ILLEGAL DRUGS - COUNT DISMISSED,NA
LEFLORE,CF-2018-00246,2018-06-20,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00306,2018-08-22,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00350,2018-09-21,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00351,2018-09-21,TRAFFICKING IN ILLEGAL DRUGS - COUNT DISMISSED,NA
LEFLORE,CF-2018-00364,2018-10-10,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00366,2018-10-10,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2018-00427,2018-12-12,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00077,2019-03-08,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00205,2019-07-11,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00206,2019-07-11,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00234,2019-07-24,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00250,2019-08-07,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00306,2019-09-11,CONSPIRACY TO TRAFFICK CDS,NA
LEFLORE,CF-2019-00307,2019-09-11,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00310,2019-09-11,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00311,2019-09-11,CONSPIRACY TO TRAFFICK CDS,NA
LEFLORE,CF-2019-00346,2019-09-27,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00372,2019-10-23,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00408,2019-11-22,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00409,2019-11-22,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00441,2019-12-27,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2019-00446,2019-12-30,TRAFFICKING IN ILLEGAL DRUGS,NA
LEFLORE,CF-2020-00017,2020-01-28,TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2017-00259,2017-12-28,TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2018-00023,2018-02-26,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2018-00061,2018-05-11,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2018-00163,2018-09-26,TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2019-00065,2019-05-10,TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2019-00092,2019-06-27,TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2019-00168,2019-11-21,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2019-00171,2019-11-21,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS,NA
LINCOLN,CF-2019-00176,2019-12-12,AGGRAVATED TRAFFICKING IN ILLEGAL DRUGS AFTER FORMER FELONY CONVICTION 2 OR MORE,NA
LOGAN,CF-2017-00402,2017-11-20,TRAFFICKING ILLEGAL DRUGS METHAMPHETAMINE,63.2.415
LOGAN,CF-2018-00090,2018-04-23,TRAFFICKING ILLEGAL DRUGS METHAMPHETAMINE,63.2.415
LOGAN,CF-2019-00044,2019-03-06,TRAFFICKING ILLEGAL DRUGS METHYLENEDIOXY,63.2.415.C.8
LOGAN,CF-2019-00111,2019-05-15,AGGRAVATED TRAFFICKING ILLEGAL DRUGS (METHAMPHETAMINE),63.2.415.C
LOGAN,CF-2019-00112,2019-05-15,AGGRAVATED TRAFFICKING ILLEGAL DRUGS (METHAMPHETAMINE),63.2.415.C
